sex,test,test_name,short_name,long_name,system,unit,unit_source,unit_confidence,nhanes_name,age_bin,age_lo,age_hi,age_mid,scale_type,axis_column,is_log_scale,stats_n_total,n_age_years_present,age_years_present,density_points_used,weighting_method,has_density_data,raw_min,raw_max,q0,q1,q2,q3,q4,raw_q0,raw_q1,raw_q2,raw_q3,raw_q4
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,40-44,40,44,42.0,log,log_x,True,142854.0,5,40|41|42|43|44,150,stats_n,True,3.09999990463257,1600.0,1.131402080727413,4.412165145835051,4.763968208573302,5.060048357872603,7.3777589082278725,3.09999990463257,82.44778186342513,117.21011848040683,157.59813724974313,1600.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,40-44,40,44,42.0,regular,x,False,142854.0,5,40|41|42|43|44,150,stats_n,True,3.09999990463257,1600.0,3.09999990463257,82.62391569873412,117.51858832035035,157.75459874198174,1600.0,3.09999990463257,82.62391569873412,117.51858832035035,157.75459874198174,1600.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,45-49,45,49,47.0,log,log_x,True,196071.0,5,45|46|47|48|49,150,stats_n,True,3.09999990463257,833.0,1.131402080727413,4.31126315911073,4.665860689236804,4.973792063708201,6.725033642166843,3.09999990463257,74.53457853471129,106.25700013276636,144.57408334881703,833.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,45-49,45,49,47.0,regular,x,False,196071.0,5,45|46|47|48|49,150,stats_n,True,3.09999990463257,833.0,3.09999990463257,74.72185733040641,106.51271331753587,144.71394419558055,833.0,3.09999990463257,74.72185733040641,106.51271331753587,144.71394419558055,833.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,50-54,50,54,52.0,log,log_x,True,288576.0,5,50|51|52|53|54,150,stats_n,True,3.15999999046326,1024.0,1.150572024580865,4.197902583461564,4.552870424855986,4.863799149298746,6.931471805599453,3.15999999046326,66.54660860660631,94.90443375945601,129.51531663232748,1024.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,50-54,50,54,52.0,regular,x,False,288576.0,5,50|51|52|53|54,150,stats_n,True,3.15999999046326,1024.0,3.15999999046326,66.72149798562745,95.13594010656593,129.6336135284344,1024.0,3.15999999046326,66.72149798562745,95.13594010656593,129.6336135284344,1024.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,55-59,55,59,57.0,log,log_x,True,402489.0,5,55|56|57|58|59,150,stats_n,True,3.20000004768372,890.400024414063,1.1631508247068432,4.110655574813917,4.464536801568847,4.784980854520759,6.791670827380543,3.20000004768372,60.986685802303654,86.88077717837035,119.69907136583494,890.400024414063
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,55-59,55,59,57.0,regular,x,False,402489.0,5,55|56|57|58|59,150,stats_n,True,3.20000004768372,890.400024414063,3.20000004768372,61.176020327858055,87.09193588134902,119.83007881815914,890.400024414063,3.20000004768372,61.176020327858055,87.09193588134902,119.83007881815914,890.400024414063
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,60-64,60,64,62.0,log,log_x,True,507059.0,5,60|61|62|63|64,150,stats_n,True,3.09999990463257,820.700012207031,1.131402080727413,4.048066889224187,4.4057879638941575,4.735601313367184,6.710157649509592,3.09999990463257,57.28660857842972,81.9236703114536,113.9319469273453,820.700012207031
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,60-64,60,64,62.0,regular,x,False,507059.0,5,60|61|62|63|64,150,stats_n,True,3.09999990463257,820.700012207031,3.09999990463257,57.46537271791947,82.12771189288623,114.04289662052557,820.700012207031,3.09999990463257,57.46537271791947,82.12771189288623,114.04289662052557,820.700012207031
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,65-69,65,69,67.0,log,log_x,True,559324.0,5,65|66|67|68|69,150,stats_n,True,3.09999990463257,994.559997558594,1.131402080727413,3.9805327117960325,4.3333738247935,4.672253893645592,6.902300425844413,3.09999990463257,53.54555097784309,76.20094199791107,106.93849901406202,994.559997558594
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,65-69,65,69,67.0,regular,x,False,559324.0,5,65|66|67|68|69,150,stats_n,True,3.09999990463257,994.559997558594,3.09999990463257,53.73300207183275,76.4219328759871,107.03557016582187,994.559997558594,3.09999990463257,53.73300207183275,76.4219328759871,107.03557016582187,994.559997558594
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,70-74,70,74,72.0,log,log_x,True,538968.0,5,70|71|72|73|74,150,stats_n,True,3.09999990463257,1520.0,1.131402080727413,3.909224663146004,4.253136560745049,4.597257559896797,7.326465613840322,3.09999990463257,49.86027847140016,70.32564744088926,99.21185963298163,1520.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,70-74,70,74,72.0,regular,x,False,538968.0,5,70|71|72|73|74,150,stats_n,True,3.09999990463257,1520.0,3.09999990463257,50.070664361022935,70.56357688895585,99.32169148111011,1520.0,3.09999990463257,50.070664361022935,70.56357688895585,99.32169148111011,1520.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,75-79,75,79,77.0,log,log_x,True,432691.0,5,75|76|77|78|79,150,stats_n,True,3.09999990463257,1019.09997558594,1.131402080727413,3.8478759993899048,4.182563227616223,4.520854912709606,6.9266751398781565,3.09999990463257,46.89335586334545,65.5336156889786,91.91414296783363,1019.09997558594
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,75-79,75,79,77.0,regular,x,False,432691.0,5,75|76|77|78|79,150,stats_n,True,3.09999990463257,1019.09997558594,3.09999990463257,47.13872024109009,65.8018846137454,92.04623389785962,1019.09997558594,3.09999990463257,47.13872024109009,65.8018846137454,92.04623389785962,1019.09997558594
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,80-84,80,84,82.0,log,log_x,True,298553.0,5,80|81|82|83|84,150,stats_n,True,3.08829998970032,788.0,1.1276207743677518,3.8022295536301396,4.134900191987482,4.47928666120307,6.669498089857879,3.08829998970032,44.80095936684417,62.48335441981674,88.1717539042659,788.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,80-84,80,84,82.0,regular,x,False,298553.0,5,80|81|82|83|84,150,stats_n,True,3.08829998970032,788.0,3.08829998970032,45.05240940431468,62.81552294517895,88.33663602497636,788.0,3.08829998970032,45.05240940431468,62.81552294517895,88.33663602497636,788.0
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,85-89,85,89,87.0,log,log_x,True,149518.0,5,85|86|87|88|89,150,stats_n,True,3.29999995231628,623.380004882813,1.1939224540228224,3.7323205262058208,4.074800736288968,4.410191661503769,6.435156292521144,3.29999995231628,41.77593793131433,58.83875499147113,82.2852329044364,623.380004882813
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,85-89,85,89,87.0,regular,x,False,149518.0,5,85|86|87|88|89,150,stats_n,True,3.29999995231628,623.380004882813,3.29999995231628,42.08943100558615,59.315558175410104,82.49282573549416,623.380004882813,3.29999995231628,42.08943100558615,59.315558175410104,82.49282573549416,623.380004882813
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,90-94,90,94,92.0,log,log_x,True,45249.0,5,90|91|92|93|94,150,stats_n,True,3.24499988555908,531.299987792969,1.1771153148892053,3.655264965570895,4.009439445451963,4.365663069223247,6.275326810481119,3.24499988555908,38.67776803444922,55.115966396904234,78.70156723165603,531.299987792969
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,90-94,90,94,92.0,regular,x,False,45249.0,5,90|91|92|93|94,150,stats_n,True,3.24499988555908,531.299987792969,-8.96916358797948,39.00370638134797,55.9626757253373,78.82469373113959,531.299987792969,-8.96916358797948,39.00370638134797,55.9626757253373,78.82469373113959,531.299987792969
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,95-99,95,99,97.0,log,log_x,True,8508.0,4,95|96|97|98,120,stats_n,True,3.5,516.099975585938,1.252762968495368,3.715126887267446,4.022050741674659,4.299835174347672,6.2463004978497745,3.5,41.06379722685645,55.81545161259951,73.68764708408725,516.099975585938
female,lab.41500.no_meds,CREATININE_URINE_SAMPLE,uCr,Creatinine (urine),Renal,mg/dL,manual_clinical_override,high,,95-99,95,99,97.0,regular,x,False,8508.0,4,95|96|97|98,120,stats_n,True,3.5,516.099975585938,-24.3231120185619,41.50136787973395,56.678801082696666,73.91532020705482,516.099975585938,-24.3231120185619,41.50136787973395,56.678801082696666,73.91532020705482,516.099975585938
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,20-24,20,24,22.0,log,log_x,True,134281.0,5,20|21|22|23|24,150,stats_n,True,0.5,500.0,-0.6931471805599453,2.352863293835004,3.097750911969291,3.7814701226782756,6.214608098422191,0.5,10.515636015648193,22.14808223586649,43.88050406435744,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,20-24,20,24,22.0,regular,x,False,134281.0,5,20|21|22|23|24,150,stats_n,True,0.5,500.0,-6.54537767755855,11.59353145192725,21.95837989043916,44.92306793865332,500.0,-6.54537767755855,11.59353145192725,21.95837989043916,44.92306793865332,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,25-29,25,29,27.0,log,log_x,True,208527.0,5,25|26|27|28|29,150,stats_n,True,0.200000002980232,500.0,-3.84783288221043,2.3726073204762383,3.1047753669754696,3.74470349397907,6.214608098422191,0.021325902138957922,10.72532020675661,22.304208150761905,42.29646420308959,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,25-29,25,29,27.0,regular,x,False,208527.0,5,25|26|27|28|29,150,stats_n,True,0.200000002980232,500.0,-11.5532917765308,11.697149967812951,22.27943747922199,43.52180655315657,500.0,-11.5532917765308,11.697149967812951,22.27943747922199,43.52180655315657,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,30-34,30,34,32.0,log,log_x,True,227373.0,5,30|31|32|33|34,150,stats_n,True,0.200000002980232,500.0,-3.15508700186822,2.3696694569656493,3.120154731257031,3.7668984044209814,6.214608098422191,0.042634691533475995,10.693856919933014,22.649884017075877,43.245725858821714,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,30-34,30,34,32.0,regular,x,False,227373.0,5,30|31|32|33|34,150,stats_n,True,0.200000002980232,500.0,-11.9992515151109,11.959379163785995,22.5468731251247,43.59155628982654,500.0,-11.9992515151109,11.959379163785995,22.5468731251247,43.59155628982654,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,35-39,35,39,37.0,log,log_x,True,196711.0,5,35|36|37|38|39,150,stats_n,True,6.0,400.0,1.4504721770082,2.3677705555154067,3.1394028720128415,3.796072680001042,5.991464547107982,4.265127935134104,10.673569607418687,23.090075011368086,44.525972918626714,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,35-39,35,39,37.0,regular,x,False,196711.0,5,35|36|37|38|39,150,stats_n,True,6.0,400.0,-5.92123545664996,12.267385565223101,23.247754451888596,45.79644826254057,400.0,-5.92123545664996,12.267385565223101,23.247754451888596,45.79644826254057,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,40-44,40,44,42.0,log,log_x,True,163345.0,5,40|41|42|43|44,150,stats_n,True,1.0,400.0,0.0,2.3740170673848424,3.1565493737921924,3.814723915121406,5.991464547107982,1.0,10.740450856449318,23.489402777193195,45.36423027588422,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,40-44,40,44,42.0,regular,x,False,163345.0,5,40|41|42|43|44,150,stats_n,True,1.0,400.0,-6.70648489884314,12.50931798556299,23.658685681435085,46.489117189355476,400.0,-6.70648489884314,12.50931798556299,23.658685681435085,46.489117189355476,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,45-49,45,49,47.0,log,log_x,True,157840.0,5,45|46|47|48|49,150,stats_n,True,0.300000000745058,400.0,-1.2039728018424094,2.375310622728931,3.15894793690178,3.805126029893674,5.991464547107982,0.300000000745058,10.7543532138484,23.545811214715837,44.93091239430932,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,45-49,45,49,47.0,regular,x,False,157840.0,5,45|46|47|48|49,150,stats_n,True,0.300000000745058,400.0,-9.6380777615119,12.498478477975134,23.639915069327664,46.153868072988494,400.0,-9.6380777615119,12.498478477975134,23.639915069327664,46.153868072988494,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,50-54,50,54,52.0,log,log_x,True,170849.0,5,50|51|52|53|54,150,stats_n,True,2.0,500.0,-3.82982756113646,2.3704017179563435,3.133888462123345,3.737258762914133,6.214608098422191,0.021713359534083695,10.701690481951454,22.963097298722307,41.98274761885151,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,50-54,50,54,52.0,regular,x,False,170849.0,5,50|51|52|53|54,150,stats_n,True,2.0,500.0,-7.26025740814818,11.934777323355783,22.72064170314115,42.25688155103909,500.0,-7.26025740814818,11.934777323355783,22.72064170314115,42.25688155103909,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,55-59,55,59,57.0,log,log_x,True,188031.0,5,55|56|57|58|59,150,stats_n,True,0.200000002980232,700.0,-3.83317465361904,2.3704674922656115,3.1028105634243697,3.6553819852947003,6.551080335043404,0.021640804403717736,10.702394401400557,22.260427787373878,38.68229436101159,700.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,55-59,55,59,57.0,regular,x,False,188031.0,5,55|56|57|58|59,150,stats_n,True,0.200000002980232,700.0,-7.48918609282698,11.47019651726966,21.984861145868237,36.67444200411305,700.0,-7.48918609282698,11.47019651726966,21.984861145868237,36.67444200411305,700.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,60-64,60,64,62.0,log,log_x,True,194957.0,5,60|61|62|63|64,150,stats_n,True,0.200000002980232,1000.0,-3.78432716136724,2.329713696612823,3.0179470716872383,3.5063882326801314,6.907755278982137,0.022724147318351987,10.274999344768661,20.449267682220366,33.32767832507936,1000.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,60-64,60,64,62.0,regular,x,False,194957.0,5,60|61|62|63|64,150,stats_n,True,0.200000002980232,1000.0,-7.59682350831055,10.70733733743823,20.65126023740865,31.618325389518986,1000.0,-7.59682350831055,10.70733733743823,20.65126023740865,31.618325389518986,1000.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,65-69,65,69,67.0,log,log_x,True,199277.0,5,65|66|67|68|69,150,stats_n,True,0.200000002980232,1000.0,-3.87289199779578,2.3424687828557285,3.0294465925416967,3.4990684746147958,6.907755278982137,0.0207981342088521,10.40689724387076,20.68578175528904,33.08461843788358,1000.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,65-69,65,69,67.0,regular,x,False,199277.0,5,65|66|67|68|69,150,stats_n,True,0.200000002980232,1000.0,-8.36746714742586,10.879417709372513,20.835408131432672,32.54397970716509,1000.0,-8.36746714742586,10.879417709372513,20.835408131432672,32.54397970716509,1000.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,70-74,70,74,72.0,log,log_x,True,190521.0,5,70|71|72|73|74,150,stats_n,True,0.300000011920929,1000.0,-3.89625613840972,2.3570500411230006,3.0588507163576453,3.5818214011160543,6.907755278982137,0.020317836398153124,10.559754618492983,21.303059829337517,35.93894049581474,1000.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,70-74,70,74,72.0,regular,x,False,190521.0,5,70|71|72|73|74,150,stats_n,True,0.300000011920929,1000.0,-8.88114909458851,11.275441378251124,21.477070508486175,34.91521759368107,1000.0,-8.88114909458851,11.275441378251124,21.477070508486175,34.91521759368107,1000.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,75-79,75,79,77.0,log,log_x,True,171837.0,5,75|76|77|78|79,150,stats_n,True,0.200000002980232,500.0,-2.71768807818809,2.381421424833555,3.105488130278054,3.6437027632916057,6.214608098422191,0.0660272278934687,10.820272141735035,22.320111438791738,38.23314323095847,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,75-79,75,79,77.0,regular,x,False,171837.0,5,75|76|77|78|79,150,stats_n,True,0.200000002980232,500.0,-9.29292093992693,11.932197232209134,22.2888854988423,38.98452255384029,500.0,-9.29292093992693,11.932197232209134,22.2888854988423,38.98452255384029,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,80-84,80,84,82.0,log,log_x,True,136853.0,5,80|81|82|83|84,150,stats_n,True,1.0,500.0,-0.467840536781936,2.389180386440181,3.1180137385938185,3.669325204866795,6.214608098422191,0.626353396022535,10.904552760079183,22.601442656375628,39.22542779989882,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,80-84,80,84,82.0,regular,x,False,136853.0,5,80|81|82|83|84,150,stats_n,True,1.0,500.0,-12.6830956673899,12.135180507310833,22.61614004077038,40.726603557782646,500.0,-12.6830956673899,12.135180507310833,22.61614004077038,40.726603557782646,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,85-89,85,89,87.0,log,log_x,True,87571.0,5,85|86|87|88|89,150,stats_n,True,5.0,500.0,1.22491882374764,2.4932867626584208,3.2379412980639164,3.9268442543035325,6.29734309903409,3.4038897565615227,12.100983891673877,25.481209497037213,50.74658141151355,543.1269568907395
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,85-89,85,89,87.0,regular,x,False,87571.0,5,85|86|87|88|89,150,stats_n,True,5.0,500.0,-48.0155003644186,13.757907068025276,26.52413611019655,51.69716649636283,500.0,-48.0155003644186,13.757907068025276,26.52413611019655,51.69716649636283,500.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,90-94,90,94,92.0,log,log_x,True,39873.0,5,90|91|92|93|94,150,stats_n,True,6.0,400.0,0.931917176887181,2.7832795302618933,3.4763169586528484,4.459032715038253,6.39736202567644,2.5393729408910404,16.17197054245987,32.34039146202495,86.40389147695412,600.2594783675244
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,90-94,90,94,92.0,regular,x,False,39873.0,5,90|91|92|93|94,150,stats_n,True,6.0,400.0,-54.5630386400155,16.75747211189021,35.355560458539934,82.0203199686851,400.0,-54.5630386400155,16.75747211189021,35.355560458539934,82.0203199686851,400.0
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,95-99,95,99,97.0,log,log_x,True,10468.0,5,95|96|97|98|99,150,stats_n,True,6.0,400.0,0.05551863675998397,2.717047480036623,3.5115324636274567,4.622875084346089,7.25770175033032,1.057088717597557,15.135568141678371,33.499565333500556,101.78625591526252,1418.9915898535457
female,lab.9909.no_meds,ERYTHROCYTES_URINE,RBC U,Erythrocytes (urine strip),Renal,,manual_clinical_override,low,,95-99,95,99,97.0,regular,x,False,10468.0,5,95|96|97|98|99,150,stats_n,True,6.0,400.0,-85.5148451080363,14.866379620734973,39.46384013034837,124.72066391054817,400.0,-85.5148451080363,14.866379620734973,39.46384013034837,124.72066391054817,400.0
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,20-24,20,24,22.0,log,log_x,True,217694.0,5,20|21|22|23|24,150,stats_n,True,2.0,500.0,0.6931471805599453,3.4761459147276557,4.628918692039966,6.052218294816283,6.70194427951855,2.0,32.33486030757568,102.40327474646082,425.05488204731364,813.9869057073525
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,20-24,20,24,22.0,regular,x,False,217694.0,5,20|21|22|23|24,150,stats_n,True,2.0,500.0,-56.6965988945293,48.375208222446126,113.07421697059898,473.7040107365485,581.696598894529,-56.6965988945293,48.375208222446126,113.07421697059898,473.7040107365485,581.696598894529
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,25-29,25,29,27.0,log,log_x,True,325545.0,5,25|26|27|28|29,150,stats_n,True,2.0,500.0,0.6931471805599453,3.4768230445712076,4.616223727540636,6.041667411769334,6.70659875751207,2.0,32.35676262099519,101.11148576547451,420.5937535057938,817.7844207161697
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,25-29,25,29,27.0,regular,x,False,325545.0,5,25|26|27|28|29,150,stats_n,True,2.0,500.0,-57.1320108812497,48.003242906355595,111.84883477510893,472.1189931581408,582.13201088125,-57.1320108812497,48.003242906355595,111.84883477510893,472.1189931581408,582.13201088125
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,30-34,30,34,32.0,log,log_x,True,312087.0,5,30|31|32|33|34,150,stats_n,True,2.0,500.0,0.6931471805599453,3.4819556261764233,4.623776484953373,6.044385711209094,6.71749648847259,2.0,32.523263269194295,101.87804747242515,421.73860859483017,826.7451524570978
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,30-34,30,34,32.0,regular,x,False,312087.0,5,30|31|32|33|34,150,stats_n,True,2.0,500.0,-59.2207689039518,47.91527811116452,113.44405578513926,472.2463715815935,584.220768903952,-59.2207689039518,47.91527811116452,113.44405578513926,472.2463715815935,584.220768903952
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,35-39,35,39,37.0,log,log_x,True,198136.0,5,35|36|37|38|39,150,stats_n,True,2.0,500.0,0.6931471805599453,3.5056879271430965,4.631561017650367,6.044673733733533,6.71709343341745,2.0,33.30434693791513,102.67421534090845,421.86009630829,826.411995788837
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,35-39,35,39,37.0,regular,x,False,198136.0,5,35|36|37|38|39,150,stats_n,True,2.0,500.0,-59.2749307910084,48.7474789858486,114.45941957384103,472.09263620448576,584.274930791008,-59.2749307910084,48.7474789858486,114.45941957384103,472.09263620448576,584.274930791008
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,40-44,40,44,42.0,log,log_x,True,114668.0,5,40|41|42|43|44,150,stats_n,True,2.0,500.0,0.6931471805599453,3.476502352730759,4.626011918797014,6.042064724367096,6.71763738037869,2.0,32.346387734898876,102.10604384813169,420.76089390389603,826.8616423635362
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,40-44,40,44,42.0,regular,x,False,114668.0,5,40|41|42|43|44,150,stats_n,True,2.0,500.0,-59.0023904209068,47.95593376055355,112.91558223229202,471.4441163187205,584.002390420907,-59.0023904209068,47.95593376055355,112.91558223229202,471.4441163187205,584.002390420907
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,45-49,45,49,47.0,log,log_x,True,101295.0,5,45|46|47|48|49,150,stats_n,True,2.0,500.0,0.6931471805599453,3.4616129893673726,4.616173960802239,6.044618861540207,6.71616850828793,2.0,31.868338371416378,101.10645390182425,421.83694855461863,825.6479799497866
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,45-49,45,49,47.0,regular,x,False,101295.0,5,45|46|47|48|49,150,stats_n,True,2.0,500.0,-59.0628523014109,47.662944379703205,110.66241785513363,472.3695715929827,584.062852301411,-59.0628523014109,47.662944379703205,110.66241785513363,472.3695715929827,584.062852301411
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,50-54,50,54,52.0,log,log_x,True,134031.0,5,50|51|52|53|54,150,stats_n,True,2.0,500.0,0.6931471805599453,3.5033792514464617,4.640323975107976,6.059055094463118,6.70098443522278,2.0,33.227546689093245,103.57789880905719,427.9708537136641,813.2059798626422
female,lab.9907.no_meds,LEUCOCYTES_URINE,Leu U,Leucocytes (urine strip),Renal,,manual_clinical_override,low,,50-54,50,54,52.0,regular,x,False,134031.0,5,50|51|52|53|54,150,stats_n,True,2.0,500.0,-56.6640164807653,49.81911977336406,113.30238115950795,474.64087308899826,581.664016480765,-56.6640164807653,49.81911977336406,113.30238115950795,474.64087308899826,581.664016480765
