biomarker_id,biomarker_name,mean_wasserstein_rank,min_wasserstein_rank,median_wasserstein_rank,valid_rank_bin_count,wasserstein_rank_by_age_bin,trim_mode,trim_label,trim_rule
c-peptide nmol/l in si units,C-peptide (nmol/L) in SI units,10.24983592330872,3.229039629653343,12.33945618402652,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 17.283304774259214}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 12.563636638785276}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 12.33945618402652}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 12.926656529616903}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 3.229039629653343}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 3.3285466733593796}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 10.078211033460398}]",trim_5_95,5% each tail,"{'lo': 0.05, 'hi': 0.95}"
c-peptide nmol/l in si units,C-peptide (nmol/L) in SI units,11.517734322386232,4.920486402292928,13.355327814576283,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 17.997804764171423}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 13.355327814576283}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 13.666699756230862}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 15.478579867005799}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 4.920486402292928}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 5.632925205821181}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 9.57231644660516}]",trim_10_90,10% each tail,"{'lo': 0.1, 'hi': 0.9}"
c-peptide,C-peptide (pmol/mL),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",all,0% each tail,"{'lo': 0.0, 'hi': 1.0}"
c-peptide,C-peptide (pmol/mL),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_3_97,3% each tail,"{'lo': 0.03, 'hi': 0.97}"
c-peptide,C-peptide (pmol/mL),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_5_95,5% each tail,"{'lo': 0.05, 'hi': 0.95}"
c-peptide,C-peptide (pmol/mL),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_10_90,10% each tail,"{'lo': 0.1, 'hi': 0.9}"
c-reactive protein,C-reactive protein (mg/dL),9.378990112059395,1.2152060041613697,10.031420375591146,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 15.1027957131367}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 13.39004318823569}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 10.031420375591146}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 6.624538887754434}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 1.2152060041613697}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 5.565963706807382}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 13.722962908729052}]",all,0% each tail,"{'lo': 0.0, 'hi': 1.0}"
c-reactive protein,C-reactive protein (mg/dL),9.730188833550416,1.3859246838349222,11.045168328120969,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 15.696618133573873}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 13.80054149379519}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 11.045168328120969}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 7.112773804624291}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 1.3859246838349222}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 5.110402113868809}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 13.959893277034858}]",trim_3_97,3% each tail,"{'lo': 0.03, 'hi': 0.97}"
c-reactive protein,C-reactive protein (mg/dL),10.186052069736615,2.862666206545606,11.683643459443978,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 15.989853906182203}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 14.244678094801454}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 11.683643459443978}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 8.568770631403535}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 2.862666206545606}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 4.723982600622389}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 13.228769589157135}]",trim_5_95,5% each tail,"{'lo': 0.05, 'hi': 0.95}"
c-reactive protein,C-reactive protein (mg/dL),10.774358438570653,3.991006334898932,12.682047710846643,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 15.610260154910096}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 15.441026553453437}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 13.221799952002332}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 9.921622026165995}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 4.552746337717129}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 3.991006334898932}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 12.682047710846643}]",trim_10_90,10% each tail,"{'lo': 0.1, 'hi': 0.9}"
cd4 counts,CD4 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",all,0% each tail,"{'lo': 0.0, 'hi': 1.0}"
cd4 counts,CD4 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_3_97,3% each tail,"{'lo': 0.03, 'hi': 0.97}"
cd4 counts,CD4 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_5_95,5% each tail,"{'lo': 0.05, 'hi': 0.95}"
cd4 counts,CD4 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_10_90,10% each tail,"{'lo': 0.1, 'hi': 0.9}"
cd8 counts,CD8 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",all,0% each tail,"{'lo': 0.0, 'hi': 1.0}"
cd8 counts,CD8 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_3_97,3% each tail,"{'lo': 0.03, 'hi': 0.97}"
cd8 counts,CD8 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_5_95,5% each tail,"{'lo': 0.05, 'hi': 0.95}"
cd8 counts,CD8 counts (cells/mm3),,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_10_90,10% each tail,"{'lo': 0.1, 'hi': 0.9}"
cmv optical density from elisa,CMV optical density from ELISA,,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",all,0% each tail,"{'lo': 0.0, 'hi': 1.0}"
cmv optical density from elisa,CMV optical density from ELISA,,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_3_97,3% each tail,"{'lo': 0.03, 'hi': 0.97}"
cmv optical density from elisa,CMV optical density from ELISA,,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_5_95,5% each tail,"{'lo': 0.05, 'hi': 0.95}"
cmv optical density from elisa,CMV optical density from ELISA,,,,0,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': None}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': None}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': None}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': None}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': None}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': None}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': None}]",trim_10_90,10% each tail,"{'lo': 0.1, 'hi': 0.9}"
calcium total,"Calcium, total (mg/dL)",9.71901241170668,2.724364037421119,9.712018404084755,7,"[{'age_bin': '20-24', 'age_mid': 22.5, 'wasserstein_rank': None}, {'age_bin': '25-29', 'age_mid': 27.5, 'wasserstein_rank': None}, {'age_bin': '30-34', 'age_mid': 32.5, 'wasserstein_rank': None}, {'age_bin': '35-39', 'age_mid': 37.5, 'wasserstein_rank': None}, {'age_bin': '40-44', 'age_mid': 42.5, 'wasserstein_rank': None}, {'age_bin': '45-49', 'age_mid': 47.5, 'wasserstein_rank': None}, {'age_bin': '50-54', 'age_mid': 52.5, 'wasserstein_rank': 15.403229202382644}, {'age_bin': '55-59', 'age_mid': 57.5, 'wasserstein_rank': 9.884735332609361}, {'age_bin': '60-64', 'age_mid': 62.5, 'wasserstein_rank': 2.8856159496930625}, {'age_bin': '65-69', 'age_mid': 67.5, 'wasserstein_rank': 2.724364037421119}, {'age_bin': '70-74', 'age_mid': 72.5, 'wasserstein_rank': 9.222782709750668}, {'age_bin': '75-79', 'age_mid': 77.5, 'wasserstein_rank': 9.712018404084755}, {'age_bin': '80-84', 'age_mid': 82.5, 'wasserstein_rank': 18.20034124600516}]",all,0% each tail,"{'lo': 0.0, 'hi': 1.0}"
